id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
843,2021,Delhi,2021-05-01,League,KA Pollard,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4,219,20,N,NA,KN Ananthapadmanabhan,CK Nandan
844,2021,Delhi,2021-05-02,League,JC Buttler,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,55,221,20,N,NA,C Shamshuddin,CB Gaffaney
845,2021,Ahmedabad,2021-05-02,League,MA Agarwal,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,167,20,N,NA,AK Chaudhary,AY Dandekar
846,2021,Dubai,2021-09-19,League,RD Gaikwad,Dubai International Cricket Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,20,157,20,N,NA,Nitin Menon,RK Illingworth
847,2021,Abu Dhabi,2021-09-20,League,CV Varun,"Zayed Cricket Stadium, Abu Dhabi",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,wickets,9,93,20,N,NA,CB Gaffaney,S Ravi
848,2021,Dubai,2021-09-21,League,Kartik Tyagi,Dubai International Cricket Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,runs,2,186,20,N,NA,AK Chaudhary,MA Gough
849,2021,Dubai,2021-09-22,League,A Nortje,Dubai International Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,8,135,20,N,NA,KN Ananthapadmanabhan,RK Illingworth
850,2021,Abu Dhabi,2021-09-23,League,SP Narine,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,156,20,N,NA,S Ravi,VK Sharma
851,2021,Sharjah,2021-09-24,League,DJ Bravo,Sharjah Cricket Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,157,20,N,NA,AK Chaudhary,Nitin Menon
852,2021,Abu Dhabi,2021-09-25,League,SS Iyer,"Zayed Cricket Stadium, Abu Dhabi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,33,155,20,N,NA,CB Gaffaney,UV Gandhe
853,2021,Sharjah,2021-09-25,League,JO Holder,Sharjah Cricket Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,runs,5,126,20,N,NA,RK Illingworth,YC Barde
854,2021,Abu Dhabi,2021-09-26,League,RA Jadeja,"Zayed Cricket Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,2,172,20,N,NA,CB Gaffaney,Tapan Sharma
855,2021,Dubai,2021-09-26,League,GJ Maxwell,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,54,166,20,N,NA,AK Chaudhary,MA Gough
856,2021,Dubai,2021-09-27,League,JJ Roy,Dubai International Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,7,165,20,N,NA,KN Ananthapadmanabhan,Navdeep Singh
857,2021,Sharjah,2021-09-28,League,SP Narine,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3,128,20,N,NA,Nitin Menon,HAS Khalid
858,2021,Abu Dhabi,2021-09-28,League,KA Pollard,"Zayed Cricket Stadium, Abu Dhabi",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,136,20,N,NA,S Ravi,VK Sharma
859,2021,Dubai,2021-09-29,League,YS Chahal,Dubai International Cricket Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,150,20,N,NA,AY Dandekar,KN Ananthapadmanabhan
860,2021,Sharjah,2021-09-30,League,JR Hazlewood,Sharjah Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6,135,20,N,NA,Nitin Menon,YC Barde
861,2021,Dubai,2021-10-01,League,KL Rahul,Dubai International Cricket Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5,166,20,N,NA,KN Ananthapadmanabhan,RK Illingworth
862,2021,Abu Dhabi,2021-10-02,League,RD Gaikwad,"Zayed Cricket Stadium, Abu Dhabi",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,190,20,N,NA,CB Gaffaney,VK Sharma
863,2021,Sharjah,2021-10-02,League,AR Patel,Sharjah Cricket Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,130,20,N,NA,AK Chaudhary,MA Gough
864,2021,Sharjah,2021-10-03,League,GJ Maxwell,Sharjah Cricket Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,6,165,20,N,NA,KN Ananthapadmanabhan,RK Illingworth
865,2021,Dubai,2021-10-03,League,Shubman Gill,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,6,116,20,N,NA,J Madanagopal,MA Gough
866,2021,Dubai,2021-10-04,League,AR Patel,Dubai International Cricket Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,3,137,20,N,NA,AK Chaudhary,Nitin Menon
867,2021,Sharjah,2021-10-05,League,NM Coulter-Nile,Sharjah Cricket Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8,91,20,N,NA,AK Chaudhary,MA Gough
868,2021,Abu Dhabi,2021-10-06,League,KS Williamson,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,runs,4,142,20,N,NA,S Ravi,UV Gandhe
869,2021,Dubai,2021-10-07,League,KL Rahul,Dubai International Cricket Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6,135,20,N,NA,K Srinivasan,RK Illingworth
870,2021,Sharjah,2021-10-07,League,Shivam Mavi,Sharjah Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,86,172,20,N,NA,MA Gough,HAS Khalid
871,2021,Abu Dhabi,2021-10-08,League,Ishan Kishan,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,42,236,20,N,NA,Tapan Sharma,VK Sharma
872,2021,Dubai,2021-10-08,League,KS Bharat,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,165,20,N,NA,KN Ananthapadmanabhan,Nitin Menon
873,2021,Dubai,2021-10-10,Qualifier 1,RD Gaikwad,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4,173,20,N,NA,Nitin Menon,RK Illingworth
874,2021,Sharjah,2021-10-11,Eliminator,SP Narine,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,wickets,4,139,20,N,NA,CB Gaffaney,VK Sharma
875,2021,Sharjah,2021-10-13,Qualifier 2,VR Iyer,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3,136,20,N,NA,KN Ananthapadmanabhan,MA Gough
876,2021,Dubai,2021-10-15,Final,F du Plessis,Dubai International Cricket Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,27,193,20,N,NA,Nitin Menon,RK Illingworth
877,2022,Mumbai,2022-03-26,League,UT Yadav,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,132,20,N,NA,AK Chaudhary,Nitin Menon
878,2022,Mumbai,2022-03-27,League,Kuldeep Yadav,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,178,20,N,NA,RJ Tucker,HAS Khalid
879,2022,Mumbai,2022-03-27,League,OF Smith,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5,206,20,N,NA,Nitin Menon,YC Barde
880,2022,Mumbai,2022-03-28,League,Mohammed Shami,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5,159,20,N,NA,PG Pathak,VK Sharma
881,2022,Pune,2022-03-29,League,SV Samson,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,61,211,20,N,NA,BNJ Oxenford,UV Gandhe
882,2022,Mumbai,2022-03-30,League,PWH de Silva,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,3,129,20,N,NA,J Madanagopal,Navdeep Singh
883,2022,Mumbai,2022-03-31,League,E Lewis,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,211,20,N,NA,RJ Tucker,VK Sharma
884,2022,Mumbai,2022-04-01,League,UT Yadav,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,138,20,N,NA,AK Chaudhary,HAS Khalid
885,2022,Mumbai,2022-04-02,League,JC Buttler,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,runs,23,194,20,N,NA,Nitin Menon,PG Pathak
886,2022,Pune,2022-04-02,League,LH Ferguson,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,runs,14,172,20,N,NA,KN Ananthapadmanabhan,UV Gandhe
887,2022,Mumbai,2022-04-03,League,LS Livingstone,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,54,181,20,N,NA,RJ Tucker,YC Barde
888,2022,Mumbai,2022-04-04,League,Avesh Khan,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,runs,12,170,20,N,NA,J Madanagopal,Navdeep Singh
889,2022,Mumbai,2022-04-05,League,KD Karthik,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4,170,20,N,NA,AK Chaudhary,HAS Khalid
890,2022,Pune,2022-04-06,League,PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5,162,20,N,NA,BNJ Oxenford,KN Ananthapadmanabhan
891,2022,Mumbai,2022-04-07,League,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,150,20,N,NA,RJ Tucker,Tapan Sharma
892,2022,Mumbai,2022-04-08,League,Shubman Gill,"Brabourne Stadium, Mumbai",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6,190,20,N,NA,AK Chaudhary,VK Sharma
893,2022,Mumbai,2022-04-09,League,Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,155,20,N,NA,Navdeep Singh,Nitin Menon
894,2022,Pune,2022-04-09,League,Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,152,20,N,NA,BNJ Oxenford,KN Ananthapadmanabhan
895,2022,Mumbai,2022-04-10,League,Kuldeep Yadav,"Brabourne Stadium, Mumbai",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,44,216,20,N,NA,CB Gaffaney,J Madanagopal
896,2022,Mumbai,2022-04-10,League,YS Chahal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,Rajasthan Royals,runs,3,166,20,N,NA,AK Chaudhary,Tapan Sharma
897,2022,Mumbai,2022-04-11,League,KS Williamson,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,163,20,N,NA,Chirra Ravikanthreddy,RJ Tucker
898,2022,Mumbai,2022-04-12,League,S Dube,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,runs,23,217,20,N,NA,Nitin Menon,N Pandit
899,2022,Pune,2022-04-13,League,MA Agarwal,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,12,199,20,N,NA,BNJ Oxenford,UV Gandhe
900,2022,Mumbai,2022-04-14,League,HH Pandya,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,runs,37,193,20,N,NA,CB Gaffaney,R Pandit
901,2022,Mumbai,2022-04-15,League,RA Tripathi,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7,176,20,N,NA,GR Sadashiv Iyer,VK Sharma
902,2022,Mumbai,2022-04-16,League,KL Rahul,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18,200,20,N,NA,AK Chaudhary,NA Patwardhan
903,2022,Mumbai,2022-04-16,League,KD Karthik,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,16,190,20,N,NA,Chirra Ravikanthreddy,J Madanagopal
904,2022,Mumbai,2022-04-17,League,Umran Malik,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7,152,20,N,NA,PG Pathak,R Pandit
905,2022,Pune,2022-04-17,League,DA Miller,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3,170,20,N,NA,KN Ananthapadmanabhan,UV Gandhe
906,2022,Mumbai,2022-04-18,League,YS Chahal,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,7,218,20,N,NA,GR Sadashiv Iyer,VK Sharma
907,2022,Mumbai,2022-04-19,League,F du Plessis,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,runs,18,182,20,N,NA,CB Gaffaney,N Pandit
908,2022,Mumbai,2022-04-20,League,Kuldeep Yadav,"Brabourne Stadium, Mumbai",Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,9,116,20,N,NA,RJ Tucker,Tapan Sharma
909,2022,Navi Mumbai,2022-04-21,League,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,3,156,20,N,NA,BNJ Oxenford,UV Gandhe
910,2022,Mumbai,2022-04-22,League,JC Buttler,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,15,223,20,N,NA,NA Patwardhan,Nitin Menon
911,2022,Navi Mumbai,2022-04-23,League,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,runs,8,157,20,N,NA,KN Ananthapadmanabhan,UV Gandhe
912,2022,Mumbai,2022-04-23,League,M Jansen,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9,69,20,N,NA,Chirra Ravikanthreddy,J Madanagopal
913,2022,Mumbai,2022-04-24,League,KL Rahul,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,36,169,20,N,NA,M Erasmus,HAS Khalid
914,2022,Mumbai,2022-04-25,League,S Dhawan,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,11,188,20,N,NA,M Erasmus,Tapan Sharma
915,2022,Pune,2022-04-26,League,R Parag,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,29,145,20,N,NA,BNJ Oxenford,KN Ananthapadmanabhan
916,2022,Mumbai,2022-04-27,League,Umran Malik,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5,196,20,N,NA,CB Gaffaney,Navdeep Singh
917,2022,Mumbai,2022-04-28,League,Kuldeep Yadav,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,147,20,N,NA,AK Chaudhary,PG Pathak
918,2022,Pune,2022-04-29,League,KH Pandya,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,runs,20,154,20,N,NA,MA Gough,UV Gandhe
919,2022,Mumbai,2022-04-30,League,R Tewatia,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,Gujarat Titans,wickets,6,171,20,N,NA,HAS Khalid,VK Sharma
920,2022,Navi Mumbai,2022-04-30,League,SA Yadav,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,159,20,N,NA,BNJ Oxenford,YC Barde
921,2022,Mumbai,2022-05-01,League,Mohsin Khan,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,runs,6,196,20,N,NA,Chirra Ravikanthreddy,CB Gaffaney
922,2022,Pune,2022-05-01,League,RD Gaikwad,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,13,203,20,N,NA,AK Chaudhary,KN Ananthapadmanabhan
923,2022,Mumbai,2022-05-02,League,RK Singh,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,153,20,N,NA,J Madanagopal,N Pandit
924,2022,Navi Mumbai,2022-05-03,League,K Rabada,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Punjab Kings,Gujarat Titans,bat,Punjab Kings,wickets,8,144,20,N,NA,R Pandit,VK Sharma
925,2022,Pune,2022-05-04,League,HV Patel,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,13,174,20,N,NA,KN Ananthapadmanabhan,MA Gough
926,2022,Mumbai,2022-05-05,League,DA Warner,"Brabourne Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,runs,21,208,20,N,NA,Navdeep Singh,NA Patwardhan
927,2022,Mumbai,2022-05-06,League,TH David,"Brabourne Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,5,178,20,N,NA,J Madanagopal,GR Sadashiv Iyer
928,2022,Mumbai,2022-05-07,League,YBK Jaiswal,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,6,190,20,N,NA,Chirra Ravikanthreddy,YC Barde
929,2022,Pune,2022-05-07,League,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,75,177,20,N,NA,AK Chaudhary,MA Gough
930,2022,Mumbai,2022-05-08,League,PWH de Silva,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,67,193,20,N,NA,BNJ Oxenford,N Pandit
931,2022,Navi Mumbai,2022-05-08,League,DP Conway,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,91,209,20,N,NA,Nitin Menon,R Pandit
932,2022,Navi Mumbai,2022-05-09,League,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,52,166,20,N,NA,CB Gaffaney,GR Sadashiv Iyer
933,2022,Pune,2022-05-10,League,Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,62,145,20,N,NA,KN Ananthapadmanabhan,MA Gough
934,2022,Navi Mumbai,2022-05-11,League,MR Marsh,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8,161,20,N,NA,NA Patwardhan,Nitin Menon
935,2022,Mumbai,2022-05-12,League,DR Sams,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,98,20,N,NA,Chirra Ravikanthreddy,CB Gaffaney
936,2022,Mumbai,2022-05-13,League,JM Bairstow,"Brabourne Stadium, Mumbai",Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,runs,54,210,20,N,NA,J Madanagopal,N Pandit
937,2022,Pune,2022-05-14,League,AD Russell,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,54,178,20,N,NA,AK Chaudhary,KN Ananthapadmanabhan
938,2022,Mumbai,2022-05-15,League,WP Saha,"Wankhede Stadium, Mumbai",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,wickets,7,134,20,N,NA,R Pandit,VK Sharma
939,2022,Mumbai,2022-05-15,League,TA Boult,"Brabourne Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,24,179,20,N,NA,PG Pathak,Tapan Sharma
940,2022,Navi Mumbai,2022-05-16,League,SN Thakur,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,17,160,20,N,NA,GR Sadashiv Iyer,Nitin Menon
941,2022,Mumbai,2022-05-17,League,RA Tripathi,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,3,194,20,N,NA,CB Gaffaney,N Pandit
942,2022,Navi Mumbai,2022-05-18,League,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,runs,2,211,20,N,NA,R Pandit,YC Barde
943,2022,Mumbai,2022-05-19,League,V Kohli,"Wankhede Stadium, Mumbai",Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,wickets,8,169,20,N,NA,KN Ananthapadmanabhan,GR Sadashiv Iyer
944,2022,Mumbai,2022-05-20,League,R Ashwin,"Brabourne Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,5,151,20,N,NA,CB Gaffaney,NA Patwardhan
945,2022,Mumbai,2022-05-21,League,JJ Bumrah,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5,160,20,N,NA,Nitin Menon,Tapan Sharma
946,2022,Mumbai,2022-05-22,League,Harpreet Brar,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,wickets,5,158,20,N,NA,AK Chaudhary,NA Patwardhan
947,2022,Kolkata,2022-05-24,Qualifier 1,DA Miller,"Eden Gardens, Kolkata",Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7,189,20,N,NA,BNJ Oxenford,VK Sharma
948,2022,Kolkata,2022-05-25,Eliminator,RM Patidar,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,runs,14,208,20,N,NA,J Madanagopal,MA Gough
949,2022,Ahmedabad,2022-05-27,Qualifier 2,JC Buttler,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,158,20,N,NA,CB Gaffaney,Nitin Menon
950,2022,Ahmedabad,2022-05-29,Final,HH Pandya,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,7,131,20,N,NA,CB Gaffaney,Nitin Menon
951,2023,Ahmedabad,2023-03-31,League,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5,179,20,N,NA,Nitin Menon,HAS Khalid
952,2023,Chandigarh,2023-04-01,League,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,runs,7,154,16,N,D/L,BNJ Oxenford,YC Barde
953,2023,Lucknow,2023-04-01,League,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,runs,50,194,20,N,NA,AK Chaudhary,NA Patwardhan
954,2023,Hyderabad,2023-04-02,League,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,72,204,20,N,NA,KN Ananthapadmanabhan,R Pandit
955,2023,Bengaluru,2023-04-02,League,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,172,20,N,NA,Nitin Menon,Tapan Sharma
